Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
31/12/17,2017123107,3,1,NA,12:42,13,3462,6,WAS,2,2,0,19,0,0,NYG,WAS,TWO-POINT CONVERSION ATTEMPT. E.Manning pass to T.Rudolph is incomplete. ATTEMPT FAILS.,1,0,0,0,NA,Failure,NA,0,0,NA,Pass,E.Manning,None,1,Incomplete Pass,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,T.Rudolph,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,0,12,12,NYG,WAS,0,None,3,3,3,3,3,0,0,0,0,0,0,0,0,0.4735,0.947,-0.947,NA,NA,0.858626731,0.141373269,0.838758594,0.161241406,0.858626731,-0.019868138,NA,NA,2017
31/12/17,2017123107,4,1,NA,12:42,13,3462,0,NYG,35,35,0,0,0,NA,WAS,NYG,"A.Rosas kicks 65 yards from NYG 35 to end zone, Touchback.",1,0,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,Touchback,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,12,-12,12,NYG,WAS,0,None,3,3,3,3,3,0.002391415,0.161646047,0.00440493,0.251321701,0.233713463,0.003630977,0.342891466,0,0,0.8556427,0,NA,NA,0.838758594,0.161241406,0.838758594,0.161241406,0.161241406,0,NA,NA,2017
31/12/17,2017123107,4,1,1,12:42,13,3462,0,WAS,25,75,10,3,0,0,WAS,NYG,(12:42) K.Bibbs left tackle to WAS 28 for 3 yards (D.Tomlinson).,1,3,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,K.Bibbs,00-0031102,1,left,tackle,NA,None,0,NA,NA,NA,D.Tomlinson,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,12,-12,12,NYG,WAS,0,None,3,3,3,3,3,0.002391415,0.161646047,0.00440493,0.251321701,0.233713463,0.003630977,0.342891466,0,0,0.8556427,-0.275357762,NA,NA,0.838758594,0.161241406,0.842992341,0.157007659,0.161241406,-0.004233748,NA,NA,2017
31/12/17,2017123107,4,1,2,12:02,13,3422,40,WAS,28,72,7,3,0,0,WAS,NYG,(12:02) (Shotgun) K.Cousins pass incomplete short middle to J.Crowder.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,K.Cousins,00-0029604,1,Incomplete Pass,Short,11,0,0,middle,0,NA,NA,None,0,NA,NA,J.Crowder,00-0031941,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,12,-12,12,NYG,WAS,0,None,3,3,3,3,3,0.002752817,0.171913534,0.004229007,0.265662377,0.226026058,0.003974287,0.325441921,0,0,0.580284938,-0.975418563,1.556808124,-2.532226687,0.842992341,0.157007659,0.859126344,0.140873656,0.157007659,-0.016134003,0.030948998,-0.047083,2017
31/12/17,2017123107,4,1,3,11:57,12,3417,5,WAS,28,72,7,9,0,0,WAS,NYG,(11:57) (Shotgun) K.Cousins pass short right to J.Crowder to WAS 34 for 6 yards (B.Dixon).,1,6,0,0,NA,NA,NA,0,0,NA,Pass,K.Cousins,00-0029604,1,Complete,Short,6,0,0,right,0,NA,NA,None,0,NA,NA,J.Crowder,00-0031941,1,NA,NA,NA,B.Dixon,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,12,-12,12,NYG,WAS,0,None,3,3,3,3,3,0.002786656,0.208365516,0.005353184,0.319615994,0.186847018,0.004356244,0.272675387,0,0,-0.395133625,-0.397438598,-0.397438598,0,0.859126344,0.140873656,0.864722164,0.135277836,0.140873656,-0.00559582,-0.00559582,0,2017
31/12/17,2017123107,4,1,4,11:16,12,3376,41,WAS,34,66,1,9,0,1,WAS,NYG,"(11:16) T.Way punts 48 yards to NYG 18, Center-N.Sundberg, fair catch by K.Raymond.",1,0,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,Fair Catch,K.Raymond,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,12,-12,12,NYG,WAS,0,None,3,3,3,3,3,0.00330923,0.228983614,0.003652265,0.357373359,0.104484431,0.005107267,0.297089833,0,0,-0.792572223,0.596681359,NA,NA,0.864722164,0.135277836,0.847866921,0.152133079,0.135277836,0.016855243,NA,NA,2017
31/12/17,2017123107,5,1,1,11:07,12,3367,9,NYG,18,82,10,2,0,0,NYG,WAS,"(11:07) O.Darkwa left guard to NYG 20 for 2 yards (S.McGee, Z.Vigil).",1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,O.Darkwa,00-0030860,1,left,guard,NA,None,0,NA,NA,NA,S.McGee,Z.Vigil,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,0,12,12,NYG,WAS,0,None,3,3,3,3,3,0.003978017,0.184846477,0.007678116,0.286655366,0.2069797,0.003520254,0.306342069,0,0,0.195890864,-0.46131287,NA,NA,0.847866921,0.152133079,0.839731811,0.160268189,0.847866921,-0.00813511,NA,NA,2017
31/12/17,2017123107,5,1,2,10:50,11,3350,17,NYG,20,80,8,14,0,1,NYG,WAS,"(10:50) (No Huddle, Shotgun) E.Manning pass short middle to R.Ellison to NYG 32 for 12 yards (D.Everett).",1,12,0,0,NA,NA,NA,0,0,NA,Pass,E.Manning,00-0022803,1,Complete,Short,6,6,0,middle,0,NA,NA,None,0,NA,NA,R.Ellison,00-0029587,1,NA,NA,NA,D.Everett,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,0,12,12,NYG,WAS,0,None,3,3,3,3,3,0.004196545,0.202110437,0.007465969,0.31182603,0.190719562,0.003861086,0.279820371,0,0,-0.265422007,1.819212236,0.534710656,1.284501581,0.839731811,0.160268189,0.870979969,0.129020031,0.839731811,0.031248158,0.009837011,0.021411147,2017
31/12/17,2017123107,5,1,1,10:16,11,3316,34,NYG,32,68,10,20,0,0,NYG,WAS,"(10:16) (No Huddle, Shotgun) E.Manning pass short right to H.Sharp pushed ob at NYG 38 for 6 yards (D.Swearinger).",1,6,0,0,NA,NA,NA,0,0,NA,Pass,E.Manning,00-0022803,1,Complete,Short,-2,8,0,right,0,NA,NA,None,0,NA,NA,H.Sharp,00-0032839,1,NA,NA,NA,D.Swearinger,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,0,12,12,NYG,WAS,0,None,3,3,3,3,3,0.003713859,0.137219924,0.002444515,0.21195066,0.260137104,0.003631046,0.380902893,0,0,1.55379023,0.290204473,-1.022797595,1.313002068,0.870979969,0.129020031,0.875752241,0.124247759,0.870979969,0.004772272,-0.016310287,0.021082559,2017
31/12/17,2017123107,5,1,2,9:49,10,3289,27,NYG,38,62,4,25,0,1,NYG,WAS,"(9:49) W.Gallman right tackle to NYG 43 for 5 yards (D.Everett, Z.Vigil).",1,5,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,W.Gallman,00-0033950,1,right,tackle,NA,None,0,NA,NA,NA,D.Everett,Z.Vigil,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,0,12,12,NYG,WAS,0,None,3,3,3,3,3,0.003825853,0.128796454,0.001780223,0.196083864,0.265177668,0.003870602,0.400465336,0,0,1.843994703,0.649150942,NA,NA,0.875752241,0.124247759,0.885572814,0.114427186,0.875752241,0.009820573,NA,NA,2017
31/12/17,2017123107,5,1,1,9:19,10,3259,30,NYG,43,57,10,15,0,1,NYG,WAS,"(9:19) W.Gallman left end pushed ob at WAS 41 for 16 yards (D.Everett). PENALTY on NYG-A.Bisnowaty, Offensive Holding, 10 yards, enforced at NYG 43 - No Play.",1,16,0,0,NA,NA,NA,0,0,NA,No Play,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,D.Everett,NA,NA,NA,0,NA,NA,0,0,NA,1,NYG,NA,A.Bisnowaty,10,12,0,12,12,NYG,WAS,0,None,3,3,3,3,3,0.003594713,0.103556328,9.48E-04,0.159351274,0.297233698,0.003548084,0.431767566,0,0,2.493145645,-1.216364389,NA,NA,0.885572814,0.114427186,0.868244026,0.131755974,0.885572814,-0.017328788,NA,NA,2017
31/12/17,2017123107,5,1,1,8:47,9,3227,32,NYG,33,67,20,15,0,1,NYG,WAS,"(8:47) (No Huddle, Shotgun) E.Manning pass short left intended for W.Gallman INTERCEPTED by P.Smith at NYG 28. P.Smith to NYG 20 for 8 yards (C.Wheeler).",1,0,0,0,NA,NA,NA,0,0,NA,Pass,E.Manning,00-0022803,1,Incomplete Pass,Short,-5,0,0,left,1,P.Smith,NA,None,0,NA,NA,NA,00-0033950,0,NA,NA,NA,C.Wheeler,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,0,12,12,NYG,WAS,0,None,3,3,3,3,3,0.005063809,0.142477539,0.002433402,0.219178949,0.287912359,0.004188271,0.338745672,0,0,1.276781256,-5.700723099,-1.285437665,-4.415285434,0.868244026,0.131755974,0.749926616,0.250073384,0.868244026,-0.11831741,-0.021332853,-0.096984557,2017
31/12/17,2017123107,6,1,1,8:40,9,3220,7,NYG,20,20,10,8,0,0,WAS,NYG,"(8:40) K.Cousins pass short left to K.Bibbs to NYG 12 for 8 yards (B.Dixon, C.Munson).",1,8,0,0,NA,NA,NA,0,0,NA,Pass,K.Cousins,00-0029604,1,Complete,Short,-2,10,0,left,0,NA,NA,None,0,NA,NA,K.Bibbs,00-0031102,1,NA,NA,NA,B.Dixon,C.Munson,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,12,-12,12,NYG,WAS,0,None,3,3,3,3,3,0.00142399,0.03302673,3.23E-05,0.050471258,0.37885805,0.002700435,0.53348721,0,0,4.423941843,0.206122712,-0.553400022,0.759522734,0.749926616,0.250073384,0.742999457,0.257000543,0.250073384,0.006927159,-0.015740602,0.022667762,2017
31/12/17,2017123107,6,1,2,8:02,9,3182,38,NYG,12,12,2,20,0,0,WAS,NYG,"(8:02) (Shotgun) K.Cousins left end for 12 yards, TOUCHDOWN. Bootleg left.",1,12,1,1,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,K.Cousins,00-0029604,1,left,end,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,12,-12,12,NYG,WAS,0,None,3,3,3,3,3,0.001323563,0.023849266,2.64E-05,0.036019059,0.401502549,0.002332698,0.534946495,0,0,4.630064555,2.369935445,NA,NA,0.742999457,0.257000543,0.668362751,0.331637249,0.257000543,0.074636706,NA,NA,2017
31/12/17,2017123107,6,1,NA,7:55,8,3175,7,NYG,15,15,0,20,0,0,WAS,NYG,"D.Hopkins extra point is GOOD, Center-N.Sundberg, Holder-T.Way.",1,0,1,0,Made,NA,NA,0,0,NA,Extra Point,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,12,-6,6,NYG,WAS,0,None,3,3,3,3,3,0,0,0,0,0,0,0,0.93111495,0,0.93111495,0.06888505,NA,NA,0.668362751,0.331637249,0.684897176,0.315102824,0.331637249,-0.016534425,NA,NA,2017
31/12/17,2017123107,7,1,NA,7:55,8,3175,0,WAS,35,35,0,0,0,NA,NYG,WAS,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",1,0,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,Touchback,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,7,5,5,NYG,WAS,0,None,3,3,3,3,3,0.007550565,0.159099639,0.004317402,0.244688923,0.234274111,0.003568495,0.346500865,0,0,0.936709201,0,NA,NA,0.684897176,0.315102824,0.684897176,0.315102824,0.684897176,0,NA,NA,2017
31/12/17,2017123107,7,1,1,7:55,8,3175,0,NYG,25,75,10,6,0,0,NYG,WAS,"(7:55) (Shotgun) W.Gallman left guard to NYG 31 for 6 yards (M.Spaight, M.Ioannidis).",1,6,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,W.Gallman,00-0033950,1,left,guard,NA,None,0,NA,NA,NA,M.Spaight,M.Ioannidis,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,7,5,5,NYG,WAS,0,None,3,3,3,3,3,0.007550565,0.159099639,0.004317402,0.244688923,0.234274111,0.003568495,0.346500865,0,0,0.936709201,0.30646996,NA,NA,0.684897176,0.315102824,0.696547569,0.303452431,0.684897176,0.011650392,NA,NA,2017
31/12/17,2017123107,7,1,2,7:17,8,3137,38,NYG,31,69,4,35,0,1,NYG,WAS,"(7:17) (No Huddle, Shotgun) E.Manning pass short left to T.Rudolph pushed ob at WAS 40 for 29 yards (D.Everett).",1,29,0,0,NA,NA,NA,0,0,NA,Pass,E.Manning,00-0022803,1,Complete,Short,0,29,0,left,0,NA,NA,None,0,NA,NA,T.Rudolph,00-0033717,1,NA,NA,NA,D.Everett,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,7,5,5,NYG,WAS,0,None,3,3,3,3,3,0.008182572,0.151207172,0.002921974,0.228528804,0.235601662,0.003872691,0.369685126,0,0,1.243179161,2.377346654,-0.898385831,3.275732486,0.696547569,0.303452431,0.772223839,0.227776161,0.696547569,0.075676271,-0.031000513,0.106676784,2017
31/12/17,2017123107,7,1,1,6:54,7,3114,23,WAS,40,40,10,70,0,1,NYG,WAS,"(6:54) (No Huddle) W.Gallman right end to WAS 32 for 8 yards (D.Swearinger). PENALTY on WAS-A.Lanier, Illegal Use of Hands, 5 yards, enforced at WAS 32.",1,8,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,W.Gallman,00-0033950,1,right,end,NA,None,0,NA,NA,NA,D.Swearinger,NA,NA,NA,0,NA,NA,0,0,NA,1,WAS,Illegal Use of Hands,A.Lanier,5,12,7,5,5,NYG,WAS,0,None,3,3,3,3,3,0.004022575,0.062604678,2.05E-04,0.095569049,0.342368921,0.003196692,0.492033246,0,0,3.620525816,0.581486796,NA,NA,0.772223839,0.227776161,0.788399704,0.211600296,0.772223839,0.016175864,NA,NA,2017
31/12/17,2017123107,7,1,1,6:31,7,3091,23,WAS,27,27,10,70,0,0,NYG,WAS,"(6:31) (Shotgun) W.Gallman right tackle to WAS 22 for 5 yards (D.Swearinger, D.Everett).",1,5,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,W.Gallman,00-0033950,1,right,tackle,NA,None,0,NA,NA,NA,D.Swearinger,D.Everett,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,7,5,5,NYG,WAS,0,None,3,3,3,3,3,0.002972084,0.041274691,6.16E-05,0.062832919,0.367479325,0.002860753,0.522518677,0,0,4.202012612,-0.057976516,NA,NA,0.788399704,0.211600296,0.787041353,0.212958647,0.788399704,-0.001358351,NA,NA,2017
31/12/17,2017123107,7,1,2,5:55,6,3055,36,WAS,22,22,5,69,0,1,NYG,WAS,(5:55) (Shotgun) E.Manning pass short middle to R.Ellison to WAS 6 for 16 yards (D.Everett).,1,16,0,0,NA,NA,NA,0,0,NA,Pass,E.Manning,00-0022803,1,Complete,Short,11,5,0,middle,0,NA,NA,None,0,NA,NA,R.Ellison,00-0029587,1,NA,NA,NA,D.Everett,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,7,5,5,NYG,WAS,0,None,3,3,3,3,3,0.003152928,0.037913841,7.88E-05,0.057997398,0.407039533,0.002784732,0.49103272,0,0,4.144036096,1.420403571,0.52462405,0.895779521,0.787041353,0.212958647,0.821185482,0.178814518,0.787041353,0.034144129,0.013410235,0.020733893,2017
31/12/17,2017123107,7,1,1,5:34,6,3034,21,WAS,6,6,6,70,1,0,NYG,WAS,"(5:34) (No Huddle) W.Gallman up the middle to WAS 5 for 1 yard (D.Swearinger, A.Francis).",1,1,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,W.Gallman,00-0033950,1,middle,NA,NA,None,0,NA,NA,NA,D.Swearinger,A.Francis,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,12,7,5,5,NYG,WAS,0,None,3,3,3,3,3,0.001251101,0.011705625,9.08E-06,0.013945071,0.276471979,0.001709147,0.694907996,0,0,5.564439667,-0.293628,NA,NA,0.821185482,0.178814518,0.814204175,0.185795825,0.821185482,-0.006981307,NA,NA,2017
